"","gtdb_f","f_spor","newgtdb_Domain","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","newgtdb_Genus"
"56537","JACQRZ01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQRZ01","JAHFJA01"
"56539","JACQRZ01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQRZ01","JBBTRI01"
"56540","JACQRZ01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQRZ01","JBBTRP01"
"56541","JACQSD01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQSD01","JACQSD01"
"56542","JACQSD01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACQSD01","JAUSHC01"
"56543","JACQSX01","FALSE","Bacteria","Acidobacteriota","UBA6911","JACQSX01","DASXQR01"
"56544","JACQSX01","FALSE","Bacteria","Acidobacteriota","UBA6911","JACQSX01","DASXTB01"
"56546","JACQSX01","FALSE","Bacteria","Acidobacteriota","UBA6911","JACQSX01","JACQSX01"
"56548","JACQSY01","FALSE","Bacteria","Acidobacteriota","UBA6911","RPQK01","JACQSY01"
"56549","JACQTD01","FALSE","Bacteria","Acidobacteriota","Blastocatellia","HR10","JACQTD01"
"56550","JACQTF01","FALSE","Bacteria","Acidobacteriota","UBA6911","JACQTF01","JACQTF01"
"56551","JACQTH01","FALSE","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","JACQTH01"
"56553","JACQTL01","FALSE","Bacteria","Actinomycetota","UBA4738","UBA4738","DASWED01"
"56554","JACQTL01","FALSE","Bacteria","Actinomycetota","UBA4738","UBA4738","DATBHM01"
"56556","JACQTL01","FALSE","Bacteria","Actinomycetota","UBA4738","UBA4738","JALYLZ01"
"56557","JACQTN01","FALSE","Bacteria","Sysuimicrobiota","Sysuimicrobiia","Sysuimicrobiales","JACQTN01"
"56558","JACQTR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACQTR01","JACQTR01"
"56559","JACQTT01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACQTT01","JACQTT01"
"56560","JACQUA01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACQUA01","JACQUA01"
"56561","JACQUA01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACQUA01","JAUYHV01"
"56562","JACQUD01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACQUD01","JACQUD01"
"56563","JACQUE01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACQUE01","JACQUE01"
"56564","JACQUM01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","UBA6926","JACQUM01"
"56565","JACQUO01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JAQUO01","JACQUO01"
"56566","JACQUQ01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SHYD01","JACQUQ01"
"56567","JACQUR01","FALSE","Bacteria","Chloroflexota","UBA6077","UBA6077","JACQUR01"
"56568","JACQUS01","FALSE","Bacteria","Chloroflexota","FW602-bin22","FW602-bin22","JACQUS01"
"56569","JACQVA1","FALSE","Bacteria","Desulfobacterota_B","Binatia","HRBIN30","DATKMK01"
"56570","JACQVA1","FALSE","Bacteria","Desulfobacterota_B","Binatia","HRBIN30","JACOST01"
"56572","JACQVA1","FALSE","Bacteria","Desulfobacterota_B","Binatia","HRBIN30","JACQVA1"
"56573","JACQVL01","FALSE","Bacteria","JAAXHH01","JAAXHH01","JAAXHH01","JACQVL01"
"56574","JACQVS01","FALSE","Bacteria","Planctomycetota","UBA8108","UBA8108","JACQVS01"
"56575","JACQVS01","FALSE","Bacteria","Planctomycetota","UBA8108","UBA8108","JANQLS01"
"56576","JACQVS01","FALSE","Bacteria","Planctomycetota","UBA8108","UBA8108","JBFFXF01"
"56577","JACQVU01","FALSE","Bacteria","Planctomycetota","UBA8742","JACQVU01","JACQVU01"
"56578","JACQVV01","FALSE","Bacteria","Planctomycetota","JACQVV01","JACQVV01","JACQVV01"
"56579","JACQVX01","FALSE","Bacteria","Planctomycetota","JACQVX01","JACQVX01","JACQVX01"
"56580","JACQWR01","FALSE","Bacteria","Desulfobacterota","Syntrophia","Syntrophales","DATESZ01"
"56581","JACQWR01","FALSE","Bacteria","Desulfobacterota","Syntrophia","Syntrophales","JACQWR01"
"56582","JACQWR01","FALSE","Bacteria","Desulfobacterota","Syntrophia","Syntrophales","JAPLJV01"
"56583","JACQXL01","FALSE","Bacteria","Planctomycetota","MHYJ01","JACQXL01","JACQXL01"
"56584","JACQXL01","FALSE","Bacteria","Planctomycetota","MHYJ01","JACQXL01","JACRIK01"
"56587","JACQXL01","FALSE","Bacteria","Planctomycetota","MHYJ01","JACQXL01","JAGUXD01"
"56588","JACQXL01","FALSE","Bacteria","Planctomycetota","MHYJ01","JACQXL01","JBBAAP01"
"56589","JACQXL01","FALSE","Bacteria","Planctomycetota","MHYJ01","JACQXL01","Yes70-35"
"56590","JACQXS01","FALSE","Bacteria","WOR-3","UBA3073","JACQXS01","JACQXS01"
"56591","JACQXS01","FALSE","Bacteria","WOR-3","UBA3073","JACQXS01","JAGMCN01"
"56594","JACQXZ01","FALSE","Bacteria","Actinomycetota","Aquicultoria","JACQXZ01","JACQXZ01"
"56595","JACQYG01","FALSE","Bacteria","Chloroflexota","DTOL01","DTOL01","JACQYG01"
"56598","JACQYL01","FALSE","Bacteria","Desulfobacterota","JACQYL01","JACQYL01","G963675595"
"56599","JACQYL01","FALSE","Bacteria","Desulfobacterota","JACQYL01","JACQYL01","JACQYL01"
"56600","JACQZI01","FALSE","Bacteria","Planctomycetota","MHYJ01","JACQXL01","JACQZI01"
"56602","JACQZM01","FALSE","Bacteria","Muiribacteriota","UBA6191","JACPRK01","JACQZM01"
"56603","JACRBE01","FALSE","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Amphritriteisimkania"
"56605","JACRBE01","FALSE","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","JACRBE01"
"56606","JACRBE01","FALSE","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","JALEGI01"
"56607","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","DASQHL01"
"56608","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","DASRHM01"
"56609","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","DATLZC01"
"56612","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","DATMAH01"
"56613","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","DTUCFX13"
"56614","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","JACRBR01"
"56617","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","JADMII01"
"56621","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","JALYKW01"
"56623","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","JANPBN01"
"56624","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","JANXYW01"
"56627","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","JBBDXD01"
"56628","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","JBBDXE01"
"56629","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","JBBQVO01"
"56630","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","JBBSDV01"
"56631","JACRBR01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","DSTF01","JBGQBE01"
"56632","JACRBU01","FALSE","Bacteria","Actinomycetota","Coriobacteriia","Anaerosomatales","JACRBU01"
"56633","JACRCP01","FALSE","Bacteria","Myxococcota","SpSt-1050","SpSt-1050","JACRCP01"
"56634","JACRCW01","FALSE","Bacteria","Myxococcota","JACRCW01","JACRCW01","JACRCW01"
"56635","JACRCW01","FALSE","Bacteria","Myxococcota","JACRCW01","JACRCW01","JBFMGU01"
"56636","JACRCY01","FALSE","Bacteria","Myxococcota","Polyangia","JACRCY01","DASXVK01"
"56637","JACRCY01","FALSE","Bacteria","Myxococcota","Polyangia","JACRCY01","JACRCY01"
"56638","JACRDR01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","UBA1565","JACQBA01"
"56639","JACRDR01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","UBA1565","JACQPI01"
"56640","JACRDR01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","UBA1565","JACRDR01"
"56642","JACRDR01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","UBA1565","JAPLKK01"
"56643","JACRDR01","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","UBA1565","JBGFSC01"
"56644","JACRDX01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","UBA11705","JACRDX01"
"56645","JACRDY01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACRDY01","JACRDY01"
"56646","JACRDY01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACRDY01","JBAZBH01"
"56647","JACRDY01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACRDY01","JBAZFH01"
"56648","JACRDY01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACRDY01","JBAZLA01"
"56649","JACRDZ01","FALSE","Bacteria","JACRDZ01","JACRDZ01","JACRDZ01","JACQWU01"
"56650","JACRGL01","FALSE","Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","JACRGL01"
"56651","JACRGO01","FALSE","Bacteria","Nitrospinota","JACRGO01","JACRGO01","JACRGO01"
"56653","JACRGP01","FALSE","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","JACAVV01"
"56654","JACRGP01","FALSE","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","JACRGP01"
"56656","JACRGP01","FALSE","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","JAJDBB01"
"56658","JACRGQ01","FALSE","Bacteria","Nitrospinota","UBA7883","JACRGQ01","BTTC01"
"56659","JACRGQ01","FALSE","Bacteria","Nitrospinota","UBA7883","JACRGQ01","JACQEX01"
"56661","JACRGQ01","FALSE","Bacteria","Nitrospinota","UBA7883","JACRGQ01","JACRGQ01"
"56665","JACRGQ01","FALSE","Bacteria","Nitrospinota","UBA7883","JACRGQ01","JACRGR01"
"56666","JACRGQ01","FALSE","Bacteria","Nitrospinota","UBA7883","JACRGQ01","JAHFEI01"
"56667","JACRGQ01","FALSE","Bacteria","Nitrospinota","UBA7883","JACRGQ01","JAJRYD01"
"56668","JACRGQ01","FALSE","Bacteria","Nitrospinota","UBA7883","JACRGQ01","JAJRYM01"
"56669","JACRGQ01","FALSE","Bacteria","Nitrospinota","UBA7883","JACRGQ01","JAOUMJ01"
"56670","JACRGQ01","FALSE","Bacteria","Nitrospinota","UBA7883","JACRGQ01","JAZFVB01"
"56671","JACRGW01","FALSE","Bacteria","Nitrospirota","Thermodesulfovibrionia","JACRGW01","CAKKRL01"
"56672","JACRGW01","FALSE","Bacteria","Nitrospirota","Thermodesulfovibrionia","JACRGW01","JACRGW01"
"56674","JACRHA01","FALSE","Bacteria","Nitrospirota","Nitrospiria","JACRHA01","JACRHA01"
"56675","JACRHJ01","FALSE","Bacteria","Nitrospirota","JACRHJ01","JACRHJ01","DASXVI01"
"56676","JACRHJ01","FALSE","Bacteria","Nitrospirota","JACRHJ01","JACRHJ01","JACRHJ01"
"56677","JACRHJ01","FALSE","Bacteria","Nitrospirota","JACRHJ01","JACRHJ01","JAKAHE01"
"56682","JACRHK01","FALSE","Bacteria","Nitrospirota","RBG-16-64-22","JACRHK01","JACRHK01"
"56683","JACRHL01","FALSE","Bacteria","Nitrospirota_B","JACRHL01","JACRHL01","JACRHL01"
"56684","JACRHL01","FALSE","Bacteria","Nitrospirota_B","JACRHL01","JACRHL01","JALWRU01"
"56685","JACRHL01","FALSE","Bacteria","Nitrospirota_B","JACRHL01","JACRHL01","JAOUFN01"
"56686","JACRHL01","FALSE","Bacteria","Nitrospirota_B","JACRHL01","JACRHL01","JAOUMB01"
"56687","JACRHW01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA6257","JACRHW01"
"56689","JACRHW01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA6257","JAGWJP01"
"56690","JACRHY01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA6257","JACRHY01"
"56691","JACRIC01","FALSE","Bacteria","Patescibacteriota","Gracilibacteria","UBA1369","JACPHH01"
"56692","JACRIC01","FALSE","Bacteria","Patescibacteriota","Gracilibacteria","UBA1369","JACRIC01"
"56693","JACRIE01","FALSE","Bacteria","Patescibacteriota","Gracilibacteria","UM-FILTER-43-11","JACRIE01"
"56694","JACRIJ01","FALSE","Bacteria","Planctomycetota","MHYJ01","JACQXL01","JACRIJ01"
"56695","JACRJV01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","JACRJV01","JACRJV01"
"56696","JACRJY01","FALSE","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Limisphaerales","JACRJY01"
"56697","JACRJZ01","FALSE","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Limisphaerales","JACRJZ01"
"56699","JACRKE01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","1-14-0-10-51-16"
"56700","JACRKE01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JACRKE01"
"56701","JACRKE01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JBAZWG01"
"56702","JACRLI01","FALSE","Bacteria","Eisenbacteria","RBG-16-71-46","RBG-16-71-46","JACRLI01"
"56704","JACRLI01","FALSE","Bacteria","Eisenbacteria","RBG-16-71-46","RBG-16-71-46","JANXVU01"
"56705","JACRLM01","FALSE","Bacteria","Nitrospinota","UBA7883","UBA7883","JACQXA01"
"56706","JACRLM01","FALSE","Bacteria","Nitrospinota","UBA7883","UBA7883","JACRLM01"
"56707","JACRLM01","FALSE","Bacteria","Nitrospinota","UBA7883","UBA7883","JADGAO01"
"56708","JACRMK01","FALSE","Bacteria","Chloroflexota","Anaerolineae","JACRMK01","JACQEC01"
"56709","JACRMK01","FALSE","Bacteria","Chloroflexota","Anaerolineae","JACRMK01","JACRMK01"
"56710","JACRMK01","FALSE","Bacteria","Chloroflexota","Anaerolineae","JACRMK01","JBBPZQ01"
"56711","JACRMM01","FALSE","Bacteria","Desulfobacterota_C","Deferrisomatia","Deferrisomatales","JACRMM01"
"56712","JACRMM01","FALSE","Bacteria","Desulfobacterota_C","Deferrisomatia","Deferrisomatales","JBBIIA01"
"56713","JACRMM01","FALSE","Bacteria","Desulfobacterota_C","Deferrisomatia","Deferrisomatales","JBFLZB01"
"56715","JACROP01","FALSE","Bacteria","Nitrospirota","Thermodesulfovibrionia","UBA6902","JACROP01"
"56716","JACROR01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","JACROR01","JACPLO01"
"56718","JACROR01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","JACROR01","JACROR01"
"56720","JACROU01","FALSE","Bacteria","Omnitrophota","Omnitrophia","Omnitrophales","JACQQR01"
"56721","JACROU01","FALSE","Bacteria","Omnitrophota","Omnitrophia","Omnitrophales","JACROU01"
"56722","JACROU01","FALSE","Bacteria","Omnitrophota","Omnitrophia","Omnitrophales","JAJDCD01"
"56723","JACRPF01","FALSE","Bacteria","Spirochaetota","Brachyspiria","Brachyspirales","JACRPF01"
"56724","JACRPF01","FALSE","Bacteria","Spirochaetota","Brachyspiria","Brachyspirales","JBBTBY01"
"56725","JACTMU01","FALSE","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","JACTMU01"
"56726","JACTMZ01","FALSE","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","JACTMZ01"
"56745","JACTTX01","FALSE","Bacteria","Patescibacteriota","Patescibacteriia","Magasanikbacterales","JACTTX01"
"56746","JACVIW01","FALSE","Bacteria","Actinomycetota","Geothermincolia","Fen-727","Geohydrothermomicrobium"
"56748","JACVQG01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","JACVQG01","JACVQG01"
"56750","JACZKF01","FALSE","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","JACZKF01"
"56751","JACZKF01","FALSE","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","JARFUG01"
"56752","JACZKF01","FALSE","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","JBAYQP01"
"56753","JACZSL01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JACZSL01"
"56754","JACZSL01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JADFRL01"
"56755","JACZSL01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JANQMM01"
"56756","JACZTA01","FALSE","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","JACZTA01"
"56757","JACZUZ01","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","JACZUZ01"
"56758","JACZUZ01","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","JADFNA01"
"56759","JACZUZ01","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","JAJRPJ01"
"56761","JACZXZ01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","JACZXZ01","DASPPM01"
"56765","JACZXZ01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","JACZXZ01","DATDHA01"
"56767","JACZXZ01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","JACZXZ01","DATGLG01"
"56768","JACZXZ01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","JACZXZ01","DATJLQ01"
"56769","JADFAD01","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Litoribacillus"
"56773","JADFCT01","FALSE","Bacteria","Sumerlaeota","Sumerlaeia","JADFCT01","JADFCT01"
"56774","JADFCW01","FALSE","Bacteria","Sumerlaeota","Sumerlaeia","JADFCW01","JADFCW01"
"56776","JADFDG01","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","JADFDG01"
"56777","JADFDR01","FALSE","Bacteria","Myxococcota_A","UBA9160","UBA9160","JADFDR01"
"56778","JADFIF01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SAR202","JADFIF01"
"56779","JADFKI01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SAR202","Bin90"
"56788","JADFKI01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SAR202","Casp-Chloro-G4"
"56791","JADFKI01","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SAR202","JADFKI01"
"56792","JADFKK01","FALSE","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","JADFKK01"
"56793","JADFKM01","FALSE","Bacteria","Desulfobacterota_D","UBA1144","UBA2774","JADFKM01"
"56794","JADFOI01","FALSE","Bacteria","Acidobacteriota","UBA6911","RPQK01","JADFOI01"
"56799","JADFOI01","FALSE","Bacteria","Acidobacteriota","UBA6911","RPQK01","JALLOL01"
"56801","JADFOI01","FALSE","Bacteria","Acidobacteriota","UBA6911","RPQK01","JAPYTY01"
"56805","JADFOI01","FALSE","Bacteria","Acidobacteriota","UBA6911","RPQK01","JAUXKG01"
"56806","JADFOP01","FALSE","Bacteria","JADFOP01","JADFOP01","JADFOP01","JADFOP01"
"56808","JADFOU01","FALSE","Bacteria","TA06","DG-26","E44-bin18","JADFOU01"
"56809","JADFSL01","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JADFSL01"
"56810","JADFSZ01","FALSE","Bacteria","GCA-001730085","JADFSZ01","JADFSZ01","JADFSZ01"
"56811","JADFTO01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","GCA-2686765"
"56814","JADFTO01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","JACZQZ01"
"56817","JADFTO01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","JADFTO01"
"56818","JADFTO01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","JAJFIG01"
"56819","JADFUO01","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","JADFUO01"
"56823","JADFVP01","FALSE","Bacteria","Desulfobacterota","GWC2-55-46","GWC2-55-46","BTQV01"
"56824","JADFVP01","FALSE","Bacteria","Desulfobacterota","GWC2-55-46","GWC2-55-46","DATEAM01"
"56825","JADFVP01","FALSE","Bacteria","Desulfobacterota","GWC2-55-46","GWC2-55-46","JADFVP01"
"56828","JADFVP01","FALSE","Bacteria","Desulfobacterota","GWC2-55-46","GWC2-55-46","JAJRZX01"
"56829","JADFVX01","FALSE","Bacteria","Desulfobacterota","JADFVX01","JADFVX01","JADFVM01"
"56830","JADFVX01","FALSE","Bacteria","Desulfobacterota","JADFVX01","JADFVX01","JADFVX01"
"56831","JADFVX01","FALSE","Bacteria","Desulfobacterota","JADFVX01","JADFVX01","JAOUBX01"
"56832","JADFVX01","FALSE","Bacteria","Desulfobacterota","JADFVX01","JADFVX01","JAVVFD01"
"56833","JADFVY01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","UBA8366","GCA-020356105"
"56837","JADFVY01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","UBA8366","JADFVY01"
"56843","JADFVY01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","UBA8366","JAHELM01"
"56844","JADFVY01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","UBA8366","JBFHDX01"
"56845","JADFWA01","FALSE","Bacteria","Desulfobacterota","Syntrophia","Syntrophales","JADFWA01"
"56847","JADFWA01","FALSE","Bacteria","Desulfobacterota","Syntrophia","Syntrophales","JAUSPI01"
"56849","JADFWA01","FALSE","Bacteria","Desulfobacterota","Syntrophia","Syntrophales","JAUWNZ01"
"56850","JADFWT01","FALSE","Bacteria","Pseudomonadota","Magnetococcia","Magnetococcales","JADFWT01"
"56851","JADFWU01","FALSE","Bacteria","Pseudomonadota","Magnetococcia","Magnetococcales","JADFWU01"
"56852","JADFXB01","FALSE","Bacteria","Pseudomonadota","Magnetococcia","Magnetococcales","JADFXB01"
"56853","JADFXK01","FALSE","Bacteria","Desulfobacterota","JADFXK01","JADFXK01","JADFXK01"
"56857","JADFYH01","FALSE","Bacteria","UBA10199","UBA10199","JADFYH01","JADFYH01"
"56858","JADFYW01","FALSE","Bacteria","Fibrobacterota","Fibrobacteria","UBA11236","JADFYW01"
"56859","JADFZT01","FALSE","Bacteria","Pseudomonadota","Magnetococcia","Magnetococcales","JADFZT01"
"56860","JADFZT01","FALSE","Bacteria","Pseudomonadota","Magnetococcia","Magnetococcales","JAMOAW01"
"56861","JADFZZ01","FALSE","Bacteria","SAR324","SAR324","SAR324","JADFZZ01"
"56862","JADGAP01","FALSE","Bacteria","Pseudomonadota","Magnetococcia","Magnetococcales","JADGAP01"
"56863","JADGAQ01","FALSE","Bacteria","Pseudomonadota","Magnetococcia","Magnetococcales","JADGAQ01"
"56864","JADGAW01","FALSE","Bacteria","Nitrospinota","JADGAW01","JADGAW01","JADGAW01"
"56865","JADGBH01","FALSE","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","JADGBH01"
"56866","JADGBV01","FALSE","Bacteria","Planctomycetota","JADGBV01","JADGBV01","JADGBV01"
"56867","JADGBV01","FALSE","Bacteria","Planctomycetota","JADGBV01","JADGBV01","JAHFOS01"
"56868","JADGBX01","FALSE","Bacteria","Pseudomonadota","Magnetococcia","Magnetococcales","JADGBX01"
"56869","JADGCH01","FALSE","Bacteria","Pseudomonadota","Magnetococcia","Magnetococcales","JADGCH01"
"56871","JADGCL01","FALSE","Bacteria","Pseudomonadota","Magnetococcia","Magnetococcales","JADGCL01"
"56872","JADGCS01","FALSE","Bacteria","UBA10199","UBA10199","UBA10199","JACKPK01"
"56873","JADGCS01","FALSE","Bacteria","UBA10199","UBA10199","UBA10199","JADGCS01"
"56874","JADGCS01","FALSE","Bacteria","UBA10199","UBA10199","UBA10199","JAHJDR01"
"56875","JADGDT01","FALSE","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","JADGDT01"
"56879","JADGGD01","FALSE","Bacteria","Nitrospinota","UBA7883","UBA7883","JADGCD01"
"56880","JADGHG01","unknown","Bacteria","Bacillota","RBS10-35","RBS10-35","JADGHG01"
